,date,category,item_code,price,amount
11635,2019-11-29,daily_supplies,201172,118000,11667000
11636,2019-11-29,daily_supplies,201180,218000,32220000
11637,2019-11-29,daily_supplies,201182,248000,26554000
11638,2019-11-29,daily_supplies,201184,148000,15618000
11639,2019-11-29,daily_supplies,201187,168000,11718000
11640,2019-11-29,food,200685,55900,200210000
11641,2019-11-29,food,201004,49900,294606000
11642,2019-11-29,food,201025,49900,178725000
11643,2019-11-29,health,201925,59900,6873000
11644,2019-11-29,health,201926,89900,36843000
11645,2019-11-29,home_appliance,200411,1200000,115227000
11646,2019-11-29,home_appliance,200412,1700000,277789000
11647,2019-11-29,home_appliance,200413,2840000,192078000
11648,2019-11-29,home_appliance,200489,1499000,87643000
11649,2019-11-29,home_appliance,200556,1359000,162195000
11650,2019-11-29,kitchen,200869,109800,160949000
11651,2019-11-29,kitchen,202016,99000,130027000
11652,2019-11-29,kitchen,202467,218000,57053000
11653,2019-11-29,kitchen,202470,208000,15903000
11654,2019-11-29,kitchen,202473,198000,13636000
11655,2019-11-29,kitchen,202480,208000,49761000
11656,2019-11-29,stuff,200942,178000,15334000
11657,2019-11-29,stuff,200943,178000,20257000
11658,2019-11-29,underwear,200902,79900,62166000
11659,2019-11-29,underwear,201290,59900,19535000
11660,2019-11-29,underwear,201291,59900,14008000
11661,2019-11-29,underwear,201874,59000,9022000
11662,2019-11-29,underwear,201897,59000,95784000
11663,2019-11-30,beauty,200199,39800,168356000
11664,2019-11-30,cloth,200152,149000,231956000
11665,2019-11-30,cloth,201053,49000,146630000
11666,2019-11-30,daily_supplies,200043,119000,144408000
11667,2019-11-30,daily_supplies,201169,198000,23945000
11668,2019-11-30,daily_supplies,201172,118000,17244000
11669,2019-11-30,daily_supplies,201180,218000,48713000
11670,2019-11-30,daily_supplies,201182,248000,40820000
11671,2019-11-30,daily_supplies,201184,148000,20000000
11672,2019-11-30,daily_supplies,201187,168000,8445000
11673,2019-11-30,daily_supplies,201519,189000,219488000
11674,2019-11-30,food,201004,49900,100035000
11675,2019-11-30,food,201590,36900,112204000
11676,2019-11-30,food,202484,32900,40950000
11677,2019-11-30,furniture,200735,548000,63706000
11678,2019-11-30,furniture,200737,598000,36487000
11679,2019-11-30,furniture,200739,648000,50270000
11680,2019-11-30,home_appliance,200249,899000,224121000
11681,2019-11-30,home_appliance,200411,1200000,61928000
11682,2019-11-30,home_appliance,200412,1700000,152268000
11683,2019-11-30,home_appliance,200413,2840000,89005000
11684,2019-11-30,kitchen,201460,64800,97617000
11685,2019-11-30,kitchen,201461,60800,140055000
11686,2019-11-30,stuff,200665,29800,82568000
11687,2019-11-30,stuff,200666,29800,196486000
11688,2019-11-30,stuff,200942,178000,17570000
11689,2019-11-30,stuff,200943,178000,25864000
11690,2019-11-30,stuff,201262,59000,85606000
11691,2019-11-30,stuff,201265,59000,88328000
11692,2019-11-30,stuff,202211,69000,51693000
11693,2019-11-30,underwear,200921,69900,104631000
11694,2019-11-30,underwear,200923,69900,52713000
11695,2019-11-30,underwear,200973,139000,59196000
11696,2019-12-01,beauty,200199,39800,323513000
11697,2019-12-01,beauty,202239,59000,228204000
11698,2019-12-01,cloth,200897,299000,134998000
11699,2019-12-01,cloth,201135,99000,65745000
11700,2019-12-01,cloth,201329,69000,166195000
11701,2019-12-01,cloth,201330,69000,106627000
11702,2019-12-01,daily_supplies,200612,440000,0
11703,2019-12-01,daily_supplies,200613,490000,1762000
11704,2019-12-01,daily_supplies,200614,400000,1441000
11705,2019-12-01,daily_supplies,200615,450000,17344000
11706,2019-12-01,daily_supplies,201946,89000,83054000
11707,2019-12-01,food,200685,55900,247558000
11708,2019-12-01,food,201025,49900,181889000
11709,2019-12-01,furniture,201188,1690000,10914000
11710,2019-12-01,furniture,201191,1290000,8276000
11711,2019-12-01,furniture,201192,1490000,66810000
11712,2019-12-01,furniture,201193,1520000,29252000
11713,2019-12-01,furniture,201196,1120000,19174000
11714,2019-12-01,furniture,201197,1320000,86912000
11715,2019-12-01,furniture,201266,1798000,3996000
11716,2019-12-01,furniture,201307,799000,23121000
11717,2019-12-01,furniture,201308,899000,40293000
11718,2019-12-01,furniture,201309,899000,24236000
11719,2019-12-01,home_appliance,200427,489000,239661000
11720,2019-12-01,home_appliance,200489,1499000,96544000
11721,2019-12-01,home_appliance,200556,1359000,127382000
11722,2019-12-01,kitchen,200869,109800,223924000
11723,2019-12-01,kitchen,202115,62000,154390000
11724,2019-12-01,underwear,200973,139000,54697000
11725,2019-12-01,underwear,201290,59900,88243000
11726,2019-12-01,underwear,201291,59900,59076000
11727,2019-12-01,underwear,201874,59000,11083000
11728,2019-12-01,underwear,201883,89000,118759000
11729,2019-12-01,underwear,201884,89000,23172000
11730,2019-12-01,underwear,201897,59000,121749000
11731,2019-12-01,underwear,201906,89000,11482000
11732,2019-12-01,underwear,201942,39900,66918000
11733,2019-12-02,beauty,201031,54000,243400000
11734,2019-12-02,cloth,201053,49000,94623000
11735,2019-12-02,cloth,201135,99000,72986000
11736,2019-12-02,cloth,201270,79000,100291000
11737,2019-12-02,cloth,201796,99000,27850000
11738,2019-12-02,cloth,201804,99000,25149000
11739,2019-12-02,daily_supplies,200612,440000,1583000
11740,2019-12-02,daily_supplies,200613,490000,20496000
11741,2019-12-02,daily_supplies,200614,400000,0
11742,2019-12-02,daily_supplies,200615,450000,93941000
11743,2019-12-02,daily_supplies,201021,50800,12053000
11744,2019-12-02,daily_supplies,201169,198000,50454000
11745,2019-12-02,daily_supplies,201172,118000,34423000
11746,2019-12-02,daily_supplies,201180,218000,76186000
11747,2019-12-02,daily_supplies,201182,248000,93240000
11748,2019-12-02,daily_supplies,201184,148000,31079000
11749,2019-12-02,daily_supplies,201187,168000,21824000
11750,2019-12-02,food,201573,43900,165427000
11751,2019-12-02,health,201659,39900,124036000
11752,2019-12-02,kitchen,200790,69900,55135000
11753,2019-12-02,kitchen,200791,39900,59295000
11754,2019-12-02,kitchen,200869,109800,215035000
11755,2019-12-02,kitchen,201383,178000,20074000
11756,2019-12-02,kitchen,201384,158000,5243000
11757,2019-12-02,kitchen,201390,168000,25038000
11758,2019-12-02,kitchen,201391,148000,17753000
11759,2019-12-02,stuff,200568,59800,40928000
11760,2019-12-02,stuff,200572,59800,37566000
11761,2019-12-02,stuff,200825,199000,33789000
11762,2019-12-02,stuff,200826,199000,12339000
11763,2019-12-02,stuff,200827,399000,36032000
11764,2019-12-02,stuff,201262,59000,58764000
11765,2019-12-02,stuff,201265,59000,58759000
11766,2019-12-02,underwear,200277,119000,44576000
11767,2019-12-02,underwear,200278,119000,126403000
11768,2019-12-02,underwear,200921,69900,45809000
11769,2019-12-02,underwear,200923,69900,31673000
11770,2019-12-02,underwear,201874,59000,11259000
11771,2019-12-02,underwear,201897,59000,95101000
11772,2019-12-03,beauty,202239,59000,128179000
11773,2019-12-03,cloth,200340,99000,52763000
11774,2019-12-03,cloth,200351,99000,28241000
11775,2019-12-03,cloth,200897,299000,99668000
11776,2019-12-03,cloth,201323,49900,65444000
11777,2019-12-03,daily_supplies,200135,59800,88622000
11778,2019-12-03,daily_supplies,201519,189000,166807000
11779,2019-12-03,food,200685,55900,145976000
11780,2019-12-03,food,201590,36900,108673000
11781,2019-12-03,food,201955,29900,178249000
11782,2019-12-03,food,202070,39900,119654000
11783,2019-12-03,home_appliance,200489,1499000,176767000
11784,2019-12-03,home_appliance,200556,1359000,160082000
11785,2019-12-03,home_appliance,201776,1620000,8818000
11786,2019-12-03,home_appliance,201777,1110000,3063000
11787,2019-12-03,home_appliance,201778,2660000,0
11788,2019-12-03,home_appliance,201779,1530000,4203000
11789,2019-12-03,home_appliance,201780,1050000,0
11790,2019-12-03,home_appliance,201781,2500000,13568000
11791,2019-12-03,kitchen,201383,178000,27093000
11792,2019-12-03,kitchen,201384,158000,9782000
11793,2019-12-03,kitchen,201390,168000,31665000
11794,2019-12-03,kitchen,201391,148000,17641000
11795,2019-12-03,kitchen,201460,64800,73202000
11796,2019-12-03,kitchen,201461,60800,111961000
11797,2019-12-03,kitchen,202467,218000,77181000
11798,2019-12-03,kitchen,202470,208000,22822000
11799,2019-12-03,kitchen,202473,198000,15027000
11800,2019-12-03,kitchen,202480,208000,66616000
11801,2019-12-03,stuff,200008,49800,77236000
11802,2019-12-03,stuff,200009,49800,45432000
11803,2019-12-03,stuff,200665,29800,62358000
11804,2019-12-03,stuff,200666,29800,136172000
11805,2019-12-03,stuff,202304,750000,5655000
11806,2019-12-03,stuff,202305,490000,8011000
11807,2019-12-03,stuff,202306,790000,2462000
11808,2019-12-03,stuff,202307,2090000,6305000
11809,2019-12-03,stuff,202308,2990000,49314000
11810,2019-12-03,stuff,202309,1350000,6161000
11811,2019-12-03,stuff,202310,2030000,0
11812,2019-12-03,underwear,201360,69900,85152000
11813,2019-12-04,beauty,200199,39800,224993000
11814,2019-12-04,beauty,200876,59800,97035000
11815,2019-12-04,beauty,201040,69900,99898000
11816,2019-12-04,beauty,202239,59000,187525000
11817,2019-12-04,cloth,200340,99000,63600000
11818,2019-12-04,cloth,200351,99000,40426000
11819,2019-12-04,daily_supplies,201300,54900,38377000
11820,2019-12-04,daily_supplies,201301,28900,17756000
11821,2019-12-04,food,200014,55900,134940000
11822,2019-12-04,food,200125,30900,134191000
11823,2019-12-04,food,201025,49900,117589000
11824,2019-12-04,furniture,201188,1690000,7290000
11825,2019-12-04,furniture,201191,1290000,16602000
11826,2019-12-04,furniture,201192,1490000,18749000
11827,2019-12-04,furniture,201193,1520000,28856000
11828,2019-12-04,furniture,201196,1120000,27918000
11829,2019-12-04,furniture,201197,1320000,117235000
11830,2019-12-04,home_appliance,200427,489000,259559000
11831,2019-12-04,home_appliance,200492,1890000,0
11832,2019-12-04,home_appliance,200493,1790000,10828000
11833,2019-12-04,home_appliance,200494,1990000,59844000
11834,2019-12-04,home_appliance,200559,1800000,0
11835,2019-12-04,home_appliance,200560,1700000,0
11836,2019-12-04,home_appliance,200561,1900000,22880000
11837,2019-12-04,home_appliance,201776,1620000,17531000
11838,2019-12-04,home_appliance,201777,1110000,6022000
11839,2019-12-04,home_appliance,201778,2660000,7243000
11840,2019-12-04,home_appliance,201779,1530000,4176000
11841,2019-12-04,home_appliance,201780,1050000,5723000
11842,2019-12-04,home_appliance,201781,2500000,6809000
11843,2019-12-04,kitchen,200608,49000,89922000
11844,2019-12-04,kitchen,200869,109800,150633000
11845,2019-12-04,underwear,200921,69900,68872000
11846,2019-12-04,underwear,200923,69900,32071000
11847,2019-12-04,underwear,201883,89000,134231000
11848,2019-12-04,underwear,201884,89000,27728000
11849,2019-12-04,underwear,201906,89000,12798000
11850,2019-12-05,beauty,200828,59900,108338000
11851,2019-12-05,beauty,201012,39900,99734000
11852,2019-12-05,beauty,201031,54000,115425000
11853,2019-12-05,cloth,200897,299000,109288000
11854,2019-12-05,cloth,201425,59000,65949000
11855,2019-12-05,daily_supplies,200043,119000,163250000
11856,2019-12-05,daily_supplies,201169,198000,55748000
11857,2019-12-05,daily_supplies,201172,118000,38664000
11858,2019-12-05,daily_supplies,201180,218000,90563000
11859,2019-12-05,daily_supplies,201182,248000,111105000
11860,2019-12-05,daily_supplies,201184,148000,42055000
11861,2019-12-05,daily_supplies,201187,168000,28988000
11862,2019-12-05,food,200017,49900,34604000
11863,2019-12-05,food,200018,49900,11811000
11864,2019-12-05,food,200023,49900,118031000
11865,2019-12-05,food,201004,49900,214550000
11866,2019-12-05,food,201049,43900,15931000
11867,2019-12-05,food,201051,49900,34836000
11868,2019-12-05,food,201955,29900,144616000
11869,2019-12-05,food,202446,39900,121227000
11870,2019-12-05,food,202513,58900,52542000
11871,2019-12-05,health,201620,69900,69388000
11872,2019-12-05,home_appliance,200249,899000,106117000
11873,2019-12-05,home_appliance,200411,1200000,41938000
11874,2019-12-05,home_appliance,200412,1700000,111038000
11875,2019-12-05,home_appliance,200413,2840000,21198000
11876,2019-12-05,kitchen,201450,59800,87121000
11877,2019-12-05,underwear,201290,59900,47843000
11878,2019-12-05,underwear,201291,59900,20173000
11879,2019-12-05,underwear,201874,59000,11050000
11880,2019-12-05,underwear,201897,59000,109887000
11881,2019-12-06,beauty,200199,39800,227207000
11882,2019-12-06,cloth,200152,149000,310564000
11883,2019-12-06,cloth,201398,59000,24146000
11884,2019-12-06,cloth,201406,49000,40198000
11885,2019-12-06,daily_supplies,200601,99000,68100000
11886,2019-12-06,daily_supplies,200809,69800,20251000
11887,2019-12-06,daily_supplies,200810,99800,65141000
11888,2019-12-06,daily_supplies,200811,49800,11013000
11889,2019-12-06,daily_supplies,201169,198000,35273000
11890,2019-12-06,daily_supplies,201172,118000,26924000
11891,2019-12-06,daily_supplies,201180,218000,65304000
11892,2019-12-06,daily_supplies,201182,248000,74893000
11893,2019-12-06,daily_supplies,201184,148000,29777000
11894,2019-12-06,daily_supplies,201187,168000,19908000
11895,2019-12-06,food,200002,49900,126137000
11896,2019-12-06,food,200014,55900,142198000
11897,2019-12-06,food,201484,49900,83130000
11898,2019-12-06,food,201501,39900,145365000
11899,2019-12-06,food,202484,32900,108633000
11900,2019-12-06,health,201659,39900,103243000
11901,2019-12-06,home_appliance,200489,1499000,104626000
11902,2019-12-06,home_appliance,200556,1359000,134755000
11903,2019-12-06,kitchen,200869,109800,123545000
11904,2019-12-06,kitchen,201460,64800,70447000
11905,2019-12-06,kitchen,201461,60800,106890000
11906,2019-12-06,kitchen,202467,218000,117111000
11907,2019-12-06,kitchen,202470,208000,25179000
11908,2019-12-06,kitchen,202473,198000,38085000
11909,2019-12-06,kitchen,202480,208000,101554000
11910,2019-12-06,stuff,202208,69000,66091000
11911,2019-12-06,underwear,201366,59900,163154000
11912,2019-12-07,beauty,200876,59800,111491000
11913,2019-12-07,beauty,201031,54000,161283000
11914,2019-12-07,beauty,202239,59000,280424000
11915,2019-12-07,cloth,201322,39900,635914000
11916,2019-12-07,cloth,202374,69900,161866000
11917,2019-12-07,daily_supplies,201169,198000,66209000
11918,2019-12-07,daily_supplies,201172,118000,39619000
11919,2019-12-07,daily_supplies,201180,218000,109547000
11920,2019-12-07,daily_supplies,201182,248000,135655000
11921,2019-12-07,daily_supplies,201184,148000,40624000
11922,2019-12-07,daily_supplies,201187,168000,31767000
11923,2019-12-07,food,200685,55900,116102000
11924,2019-12-07,home_appliance,200411,1200000,51289000
11925,2019-12-07,home_appliance,200412,1700000,107268000
11926,2019-12-07,home_appliance,200413,2840000,48714000
11927,2019-12-07,home_appliance,200427,489000,174801000
11928,2019-12-07,kitchen,201383,178000,49645000
11929,2019-12-07,kitchen,201384,158000,12702000
11930,2019-12-07,kitchen,201390,168000,80802000
11931,2019-12-07,kitchen,201391,148000,36021000
11932,2019-12-07,kitchen,201460,64800,56552000
11933,2019-12-07,kitchen,201461,60800,92073000
11934,2019-12-07,kitchen,202115,62000,177209000
11935,2019-12-07,stuff,200665,29800,99458000
11936,2019-12-07,stuff,200666,29800,148007000
11937,2019-12-07,underwear,200277,119000,36212000
11938,2019-12-07,underwear,200278,119000,79504000
11939,2019-12-07,underwear,200921,69900,220129000
11940,2019-12-07,underwear,200923,69900,125877000
11941,2019-12-07,underwear,201874,59000,13350000
11942,2019-12-07,underwear,201897,59000,152571000
11943,2019-12-08,beauty,200199,39800,339128000
11944,2019-12-08,beauty,200828,59900,136438000
11945,2019-12-08,cloth,200340,99000,152333000
11946,2019-12-08,cloth,200351,99000,72851000
11947,2019-12-08,cloth,200829,59900,154293000
11948,2019-12-08,cloth,200831,59900,78074000
11949,2019-12-08,cloth,200897,299000,156495000
11950,2019-12-08,daily_supplies,200612,440000,1512000
11951,2019-12-08,daily_supplies,200613,490000,34230000
11952,2019-12-08,daily_supplies,200614,400000,8430000
11953,2019-12-08,daily_supplies,200615,450000,77571000
11954,2019-12-08,daily_supplies,201169,198000,65543000
11955,2019-12-08,daily_supplies,201172,118000,33733000
11956,2019-12-08,daily_supplies,201180,218000,93190000
11957,2019-12-08,daily_supplies,201182,248000,117438000
11958,2019-12-08,daily_supplies,201184,148000,36120000
11959,2019-12-08,daily_supplies,201187,168000,32177000
11960,2019-12-08,daily_supplies,201515,458000,22123000
11961,2019-12-08,daily_supplies,201516,239000,72936000
11962,2019-12-08,daily_supplies,201517,418000,42341000
11963,2019-12-08,daily_supplies,201518,219000,166342000
11964,2019-12-08,daily_supplies,201946,89000,83616000
11965,2019-12-08,food,200125,30900,210259000
11966,2019-12-08,food,201004,49900,194175000
11967,2019-12-08,furniture,200686,749000,0
11968,2019-12-08,furniture,200690,949000,17969000
11969,2019-12-08,furniture,200694,1249000,0
11970,2019-12-08,furniture,200703,699000,1842000
11971,2019-12-08,furniture,200707,899000,9746000
11972,2019-12-08,furniture,200711,1199000,0
11973,2019-12-08,kitchen,201460,64800,62672000
11974,2019-12-08,kitchen,201461,60800,92781000
11975,2019-12-08,kitchen,202467,218000,93323000
11976,2019-12-08,kitchen,202470,208000,22822000
11977,2019-12-08,kitchen,202473,198000,21690000
11978,2019-12-08,kitchen,202480,208000,88222000
11979,2019-12-08,stuff,200665,29800,426000
11980,2019-12-08,stuff,200666,29800,52220000
11981,2019-12-08,underwear,200921,69900,97035000
11982,2019-12-08,underwear,200923,69900,60501000
11983,2019-12-08,underwear,201883,89000,118319000
11984,2019-12-08,underwear,201884,89000,21855000
11985,2019-12-08,underwear,201906,89000,7438000
11986,2019-12-09,beauty,200320,69900,73735000
11987,2019-12-09,beauty,201040,69900,81210000
11988,2019-12-09,beauty,202080,79000,5918000
11989,2019-12-09,beauty,202081,59900,944000
11990,2019-12-09,cloth,200116,49800,29117000
11991,2019-12-09,cloth,200118,29900,4636000
11992,2019-12-09,cloth,200120,29900,3032000
11993,2019-12-09,cloth,201417,59000,92042000
11994,2019-12-09,daily_supplies,201169,198000,22398000
11995,2019-12-09,daily_supplies,201172,118000,15958000
11996,2019-12-09,daily_supplies,201180,218000,42161000
11997,2019-12-09,daily_supplies,201182,248000,37105000
11998,2019-12-09,daily_supplies,201184,148000,22316000
11999,2019-12-09,daily_supplies,201187,168000,13362000
12000,2019-12-09,food,200014,55900,132121000
12001,2019-12-09,food,200685,55900,175368000
12002,2019-12-09,food,200864,30900,180041000
12003,2019-12-09,food,201955,29900,127308000
12004,2019-12-09,food,202431,49900,124414000
12005,2019-12-09,furniture,200686,749000,12164000
12006,2019-12-09,furniture,200690,949000,33378000
12007,2019-12-09,furniture,200694,1249000,10209000
12008,2019-12-09,furniture,200703,699000,11355000
12009,2019-12-09,furniture,200707,899000,26766000
12010,2019-12-09,furniture,200711,1199000,3283000
12011,2019-12-09,furniture,201188,1690000,7319000
12012,2019-12-09,furniture,201191,1290000,8311000
12013,2019-12-09,furniture,201192,1490000,50800000
12014,2019-12-09,furniture,201193,1520000,3309000
12015,2019-12-09,furniture,201196,1120000,21153000
12016,2019-12-09,furniture,201197,1320000,66563000
12017,2019-12-09,home_appliance,200411,1200000,62857000
12018,2019-12-09,home_appliance,200412,1700000,161973000
12019,2019-12-09,home_appliance,200413,2840000,56894000
12020,2019-12-09,home_appliance,200427,489000,267724000
12021,2019-12-09,kitchen,200869,109800,198767000
12022,2019-12-09,kitchen,201383,178000,39515000
12023,2019-12-09,kitchen,201384,158000,15095000
12024,2019-12-09,kitchen,201390,168000,66357000
12025,2019-12-09,kitchen,201391,148000,42930000
12026,2019-12-09,kitchen,202115,62000,99857000
12027,2019-12-09,stuff,202131,39800,79521000
12028,2019-12-09,stuff,202140,39800,58393000
12029,2019-12-09,underwear,201874,59000,9024000
12030,2019-12-09,underwear,201897,59000,77401000
12031,2019-12-10,beauty,200199,39800,193047000
12032,2019-12-10,beauty,202239,59000,149962000
12033,2019-12-10,cloth,200116,49800,18674000
12034,2019-12-10,cloth,200118,29900,2584000
12035,2019-12-10,cloth,200120,29900,2371000
12036,2019-12-10,cloth,200340,99000,72701000
12037,2019-12-10,cloth,200351,99000,44512000
12038,2019-12-10,cloth,201122,69900,78025000
12039,2019-12-10,cloth,201322,39900,87908000
12040,2019-12-10,daily_supplies,200809,69800,19200000
12041,2019-12-10,daily_supplies,200810,99800,57627000
12042,2019-12-10,daily_supplies,200811,49800,8786000
12043,2019-12-10,daily_supplies,200996,209000,61183000
12044,2019-12-10,daily_supplies,201169,198000,33545000
12045,2019-12-10,daily_supplies,201172,118000,23567000
12046,2019-12-10,daily_supplies,201180,218000,62894000
12047,2019-12-10,daily_supplies,201182,248000,64215000
12048,2019-12-10,daily_supplies,201184,148000,28273000
12049,2019-12-10,daily_supplies,201187,168000,23686000
12050,2019-12-10,food,201500,34900,40457000
12051,2019-12-10,food,201573,43900,146086000
12052,2019-12-10,food,202068,43900,28335000
12053,2019-12-10,home_appliance,200249,899000,214175000
12054,2019-12-10,home_appliance,201776,1620000,48277000
12055,2019-12-10,home_appliance,201777,1110000,15030000
12056,2019-12-10,home_appliance,201778,2660000,36066000
12057,2019-12-10,home_appliance,201779,1530000,20834000
12058,2019-12-10,home_appliance,201780,1050000,22758000
12059,2019-12-10,home_appliance,201781,2500000,13568000
12060,2019-12-10,kitchen,201449,129000,86107000
12061,2019-12-10,kitchen,201460,64800,32938000
12062,2019-12-10,kitchen,201461,60800,60676000
12063,2019-12-10,stuff,200054,69000,9824000
12064,2019-12-10,stuff,200055,69000,27373000
12065,2019-12-10,stuff,202151,59000,43441000
12066,2019-12-10,stuff,202153,79000,44036000
12067,2019-12-10,underwear,200967,49000,110229000
12068,2019-12-10,underwear,201883,89000,120972000
12069,2019-12-10,underwear,201884,89000,25183000
12070,2019-12-10,underwear,201906,89000,4861000
12071,2019-12-11,beauty,201040,69900,78989000
12072,2019-12-11,cloth,201066,29900,56645000
12073,2019-12-11,cloth,201322,39900,311825000
12074,2019-12-11,daily_supplies,200361,39900,5868000
12075,2019-12-11,daily_supplies,200362,19900,3893000
12076,2019-12-11,daily_supplies,200363,79000,63218000
12077,2019-12-11,daily_supplies,200364,158000,30497000
12078,2019-12-11,daily_supplies,201003,59900,109718000
12079,2019-12-11,daily_supplies,201515,458000,5209000
12080,2019-12-11,daily_supplies,201516,239000,64354000
12081,2019-12-11,daily_supplies,201517,418000,25366000
12082,2019-12-11,daily_supplies,201518,219000,124799000
12083,2019-12-11,food,200125,30900,147225000
12084,2019-12-11,food,200589,38900,61609000
12085,2019-12-11,food,201501,39900,123743000
12086,2019-12-11,food,201589,61900,84650000
12087,2019-12-11,food,201805,59900,54154000
12088,2019-12-11,food,202513,58900,45331000
12089,2019-12-11,furniture,200734,548000,16967000
12090,2019-12-11,furniture,200736,598000,15155000
12091,2019-12-11,furniture,200738,648000,18228000
12092,2019-12-11,home_appliance,200489,1499000,152773000
12093,2019-12-11,home_appliance,200556,1359000,116332000
12094,2019-12-11,kitchen,200790,69900,57107000
12095,2019-12-11,kitchen,200791,39900,52365000
12096,2019-12-11,kitchen,200869,109800,197887000
12097,2019-12-11,kitchen,202467,218000,72143000
12098,2019-12-11,kitchen,202470,208000,13440000
12099,2019-12-11,kitchen,202473,198000,31359000
12100,2019-12-11,kitchen,202480,208000,75985000
12101,2019-12-11,underwear,200277,119000,50320000
12102,2019-12-11,underwear,200278,119000,124679000
12103,2019-12-11,underwear,201874,59000,7920000
12104,2019-12-11,underwear,201897,59000,70778000
12105,2019-12-11,underwear,201922,69000,60812000
12106,2019-12-12,beauty,200199,39800,174621000
12107,2019-12-12,beauty,202114,59000,57789000
12108,2019-12-12,beauty,202239,59000,133444000
12109,2019-12-12,cloth,201325,39900,66264000
12110,2019-12-12,cloth,201426,49900,76427000
12111,2019-12-12,cloth,201430,44900,16380000
12112,2019-12-12,daily_supplies,200043,119000,143265000
12113,2019-12-12,food,200864,30900,145180000
12114,2019-12-12,food,201638,59900,75363000
12115,2019-12-12,furniture,200734,548000,21514000
12116,2019-12-12,furniture,200736,598000,11755000
12117,2019-12-12,furniture,200738,648000,19993000
12118,2019-12-12,home_appliance,200411,1200000,71545000
12119,2019-12-12,home_appliance,200412,1700000,136712000
12120,2019-12-12,home_appliance,200413,2840000,105756000
12121,2019-12-12,home_appliance,200427,489000,234831000
12122,2019-12-12,kitchen,200148,64900,73780000
12123,2019-12-12,kitchen,200238,60900,115659000
12124,2019-12-12,kitchen,201383,178000,35094000
12125,2019-12-12,kitchen,201384,158000,14417000
12126,2019-12-12,kitchen,201390,168000,40865000
12127,2019-12-12,kitchen,201391,148000,22026000
12128,2019-12-12,kitchen,201460,64800,60879000
12129,2019-12-12,kitchen,201461,60800,87130000
12130,2019-12-12,underwear,200655,39900,132625000
12131,2019-12-12,underwear,200921,69900,59323000
12132,2019-12-12,underwear,200923,69900,30972000
12133,2019-12-12,underwear,201356,99900,73558000
12134,2019-12-13,beauty,200828,59900,119913000
12135,2019-12-13,beauty,201031,54000,212374000
12136,2019-12-13,beauty,202426,49900,54516000
12137,2019-12-13,cloth,201400,49000,93699000
12138,2019-12-13,daily_supplies,201036,30900,159617000
12139,2019-12-13,daily_supplies,201169,198000,22852000
12140,2019-12-13,daily_supplies,201172,118000,9190000
12141,2019-12-13,daily_supplies,201180,218000,43538000
12142,2019-12-13,daily_supplies,201182,248000,40228000
12143,2019-12-13,daily_supplies,201184,148000,14443000
12144,2019-12-13,daily_supplies,201187,168000,7392000
12145,2019-12-13,daily_supplies,201946,89000,77796000
12146,2019-12-13,food,200002,49900,105122000
12147,2019-12-13,food,200685,55900,164616000
12148,2019-12-13,food,201004,49900,152046000
12149,2019-12-13,food,201955,29900,188654000
12150,2019-12-13,health,201659,39900,107428000
12151,2019-12-13,home_appliance,200411,1200000,45021000
12152,2019-12-13,home_appliance,200412,1700000,157908000
12153,2019-12-13,home_appliance,200413,2840000,48282000
12154,2019-12-13,home_appliance,200489,1499000,144445000
12155,2019-12-13,home_appliance,200556,1359000,211025000
12156,2019-12-13,kitchen,201786,49900,75972000
12157,2019-12-13,kitchen,202016,99000,143221000
12158,2019-12-13,stuff,200625,269000,26072000
12159,2019-12-13,stuff,200626,199000,33265000
12160,2019-12-13,stuff,200628,219000,14443000
12161,2019-12-13,stuff,200639,239000,7649000
12162,2019-12-13,stuff,200643,249000,19309000
12163,2019-12-13,stuff,200646,159000,5551000
12164,2019-12-13,stuff,202207,49000,94445000
12165,2019-12-13,underwear,201356,99900,50541000
12166,2019-12-14,beauty,200199,39800,157665000
12167,2019-12-14,cloth,200340,99000,38025000
12168,2019-12-14,cloth,200351,99000,23510000
12169,2019-12-14,cloth,201329,69000,103313000
12170,2019-12-14,cloth,201330,69000,49702000
12171,2019-12-14,cloth,202374,69900,37063000
12172,2019-12-14,daily_supplies,201169,198000,38900000
12173,2019-12-14,daily_supplies,201172,118000,17484000
12174,2019-12-14,daily_supplies,201180,218000,47768000
12175,2019-12-14,daily_supplies,201182,248000,64546000
12176,2019-12-14,daily_supplies,201184,148000,20696000
12177,2019-12-14,daily_supplies,201187,168000,17633000
12178,2019-12-14,daily_supplies,201519,189000,213143000
12179,2019-12-14,food,200017,49900,33637000
12180,2019-12-14,food,200018,49900,9104000
12181,2019-12-14,food,200023,49900,108527000
12182,2019-12-14,food,200125,30900,180271000
12183,2019-12-14,food,201634,29900,280205000
12184,2019-12-14,food,202513,58900,51303000
12185,2019-12-14,home_appliance,200489,1499000,60381000
12186,2019-12-14,home_appliance,200556,1359000,94716000
12187,2019-12-14,kitchen,200869,109800,147824000
12188,2019-12-14,kitchen,202467,218000,82939000
12189,2019-12-14,kitchen,202470,208000,19656000
12190,2019-12-14,kitchen,202473,198000,29922000
12191,2019-12-14,kitchen,202480,208000,73595000
12192,2019-12-14,stuff,200062,458000,25601000
12193,2019-12-14,stuff,200065,690000,21355000
12194,2019-12-14,stuff,200068,380000,27822000
12195,2019-12-14,stuff,200069,2730000,77743000
12196,2019-12-14,stuff,200070,2590000,29134000
